ID,ID_CLUSTER,QUESTION,ANSWER,CONTEXT,CONTEXT_CLUSTER,SCORE
103.26.1,26.0,"I am asking questions on neighbours. How well do you know the people who live next door to you?
","Well, there’s one neighbour. His house is just in front of my house. His name is Dilip Patel. And I used to know him from the year 2008 when I have moved to my home. I know him very well because we often call him for the occasions at our home. We have even sometime get together at his farmhouse. Socially, we know him very well.",Neighbours,1.0,6.5
104.26.1,26.0," How often do you see them?
","Actually, he is living just in front of my house, so actually we see him every day but more frequently and more socially, we get together in some occasions only like marriage occasions, birthday party or when we are going for picnic together. Then we can have a better social interaction with them.",Neighbours,1.0,6.5
105.26.1,26.0,What kinds of problems do people sometimes have with their neighbours?,"Sometimes people can have problem with their neighbours regarding the issues of water sometimes, the issues of using the things which belongs to each other like something belongs common to each other, they may have a problem. Sometimes the parking issues as well as sometimes if something is playing like the music is playing in one home, the other is complaining that the music is loud. These are the some issues that neighbour usually found with each other.",Neighbours,1.0,6.5
106.26.1,26.0,How do you think neighbours can help each other?,"Neighbours can help each other in routine daily life. For example, my neighbour whose name is Dilip Patel he has helped us. He has helped my family for the marriage occasion of my sister. He has helped a lot and all the arrangements regarding the marriages as well as sometimes we are having a problem at home like socially or financially or medically, they can be one the nearest people who can help us immediately.",Neighbours,1.0,6.5
107.27.1,27.0,What’s your favourite fruit?,"Uhm... I think my favourite fruit is mango. I like it because it’s sweet and a bit sour sometimes. Also, it’s very refreshing, especially in hot weather",Fruits,1.0,6.5
108.27.1,27.0,Are there any kinds of fruit that you don’t like eating?,"Yes, I don’t really like durian even though it’s called “ the King of fruit”.  The smell is too strong/ pungent ( nồng ) for me, and the texture ( kết cấu ) is a bit strange... so I never enjoy it.",Fruits,1.0,6.5
109.27.1,27.0,Do you like eating cooked food that has fruit in it?,"Hmm... not really. I mean, I prefer fruit when it’s fresh. Like, I don’t enjoy pineapple on pizza or cooked apples in desserts. It’s a bit weird for me.",Fruits,1.0,6.5
110.27.1,27.0,Where’s the best place to buy fruit where you live?,Uhm... I think the best place is the local market near my house. The fruit there is fresh and not expensive. You can also try before buying sometimes.,Fruits,1.0,6.5
111.28.1,28.0,Do you like to look at the sky?,"Yes, it’s one of my favorite pastimes. The sky seems limitless, like there is always something for you to admire no matter night or day. The sun, the clouds, the moon, the constellations… They are all fascinating to me because I have always loved astronomy since young.",Sky and Stars,1.0,6.5
112.28.1,28.0,Can you see the moon and stars at night where you live?,"The place where I am living now is an old apartment in the center of the city, so most of the time, from the windows, I can only see the concrete skyscrapers. But if I go down the stairs to the yard that the whole apartment shares, the bright moon and shimmering stars are visible.",Sky and Stars,1.0,6.5
113.28.1,28.0,Do you prefer the sky in the morning or the sky at night?,"I am a morning person and I love the energy that one gets from early mornings, but the sky at night is very charming. Maybe it’s because most of the light at night is not too bright, and only in the evenings do I see the soft glimmer of the stars. I find the contrast between the dark sky and the bright constellations poetic. So I prefer to look up at the sky at night.",Sky and Stars,1.0,6.5
114.28.1,28.0,Is there a good place to look at the sky where you live?,"Like I’ve mentioned, once I am in the shared yard of my apartment, I can watch the moon come out of the dark clouds and also see a number of stars. The atmosphere in the yard tends to be pretty calming, and at night, the traffic around my house lessens, too. All in all, I think it is a great place for star gazers, not only because you can actually look at the sky despite being in the middle of the urban area, but also because it’s very cool in temperature and not too noisy as well.",Sky and Stars,1.0,6.5
115.29.1,29.0,Have you ever learned about outer space and stars?,"Yes, I have learnt it from scientific articles and online research. Back then when I was at the university, there was a class called “Science and Religion,” which mainly focuses on demonstrating the connection between scientific and religious explanations about the origin of stars and the universe.   ",Space and Stars,1.0,9.0
116.29.1,29.0,Do you like science fiction movies? Why or why not?,"Well, not really. I find it kinda boring to me. I would say I prefer something more realistic, in which I can learn moral lessons or gain better perspectives. I mean I think it’s such a waste of time spending a lot of time seeing a bunch of people fighting or using so-called high-tech weapons to kill each other. ",Space and Stars,1.0,9.0
117.29.1,29.0,Do you want to know more about outer space?,"Yes, absolutely. I want to know more about the universe and other planets. So, one of my biggest questions is what is there beyond the earth’s atmosphere. Are there aliens? If so, how can I communicate with them? How can I identify those with good and those with bad intentions? And I mean, we as humans are all crammed together on this small planet;therefore, we need to have a backup plan for the future.",Space and Stars,1.0,9.0
118.29.1,29.0,Do you want to go into outer space in the future?,"Yes I’m a travelholic, so I really want to travel to the universe to understand more stars, space and everything. I mean it’s incredible it would be to participate in a strict training process to board a spacecraft. Also, I might need to learn how to use advanced technology to catch signals from terrestrial entities. Just thinking about it  literally gives me goosebumps.",Space and Stars,1.0,9.0
119.30.1,30.0,Tell me something about your family. ,"Well, I come from a small but close-knit family of four: my parents, my younger brother, and me. We live in a charming little house on the outskirts of the city, surrounded by a peaceful neighborhood. What I treasure most about my family is the way we support each other through thick and thin, and how we never fail to share a laugh even during tough times",Family,1.0,7.0
120.30.1,30.0,What do you like doing most with your family?," I’d say what I enjoy the most is preparing and sharing meals together. It’s more than just eating — it’s a chance for us to unwind, exchange stories about our day, and sometimes even have lighthearted debates over random topics. Those moments create a sense of warmth and belonging that I find truly priceless.",Family,1.0,7.0
121.30.1,30.0,Who are you close to in your family?,"I’m particularly close to my mother, as we share a very open and trusting relationship. We can talk about anything — from my personal aspirations to the little challenges I face — and she always listens without judgment. She’s not only a guiding figure in my life but also someone I can have a good laugh with",Family,1.0,7.0
122.30.1,30.0,In what way is your family important to you?,"To me, my family is the foundation of my life. They’re my constant source of motivation and emotional support, the people who celebrate my achievements and lift me up when I’m feeling low. Knowing they have my back gives me the confidence to step out of my comfort zone and pursue my goals fearlessly.",Family,1.0,7.0
123.31.2,31.0,"Describe a change that you made recently
You should say:
• What the change was
• What caused the change
• What you did for the change
And explain how you feel about the change","The one that comes to mind is the change I made to my daily routine by starting a consistent morning exercise habit about two months ago.

To tell you a little bit about what the change was, I decided to wake up an hour earlier every day to do a mix of running and bodyweight exercises. It was a tough call, but I eventually put my foot down to improve my well-being. As for what caused the change, it was the fact that I was feeling constantly tired and unfocused during the day, especially after long hours of desk work. My body started to ache everywhere, even to the point where I had to go to the doctor for painkillers! That was when I realised I needed more energy and discipline in my life. Regarding what I did for the change, it was a list of things. I downloaded a fitness app, bought some basic workout clothes, and gradually built the habit by starting with short 20-minute sessions before increasing the time and intensity.

Now, to tell you how I feel about the change, without a doubt, I am absolutely positive and proud about this change, you know? At first it was tough to get out of bed when the alarm rang, but sticking with it has given me a huge boost in both physical and mental energy. The mornings now feel productive instead of rushed, and I’ve noticed I’m more focused at work and even sleep better at night. On top of that, I also keep progress of my fitness journey for days I don't feel like it, simply because seeing small improvements like better stamina keeps me motivated to keep at it. Another upside is that it's helped me feel more in control of my life rather than just going through the motions. My friends have even commented that I seem more upbeat lately, which makes the effort worthwhile. Overall, this small change has had a surprisingly big positive impact, and I’m excited to see how it continues to benefit me in the long run.

That’s all I have to say. Thank you!",Describe a change that you made recently,2.0,8.0
124.32.2,32.0,"Describe a person who makes plans a lot and is good at planning
You should say:
• Who he/she is
• How you knew him/her
• What plans he/she makes
And explain how you feel about this person","There are a couple of people that I can think of, but the first one that comes to mind is my older sister, Anna. She is, without a shadow of a doubt, the best planner I’ve ever known.
To tell you a little bit about who she is, she’s a project manager in her mid-thirties and has always been incredibly organised. I’ve known her my whole life, of course, since she’s my sister, but I really started noticing her planning skills when we began living together during university. As for what plans she makes, it would be all kinds of plans, from detailed family holiday itineraries with backup options for weather or delays, to meticulous work schedules and even weekly meal preps with shopping lists. Honestly, whenever I collaborated with Anna on a task, I had nothing to worry about thanks to her excellent planning skills. If things didn't work out the first time, there would be a plan B, plan C or dare I say a plan D without fail, every single time.
Now, to tell you how I feel about her, it would be nothing other than  a deep sense of admiration and gratitude towards Anna. From my point of view, her ability to think ahead and anticipate problems makes life so much smoother for everyone around her, especially when the going gets tough. For instance, last year she planned our parents’ anniversary trip so perfectly that every detail fell into place without any stress, turning what could have been chaotic into a truly memorable experience. I sometimes wish I had her natural talent for it, but watching her has taught me to be more proactive myself. She’s not rigid about it either; she stays flexible when things change, which makes her planning even more impressive. Overall, having her in my life feels like having a reliable safety net; it inspires me to improve my own habits and gives me confidence that good planning can lead to better outcomes. She’s genuinely one of the reasons I handle responsibilities better these days.
That’s all I have to say. Thank you!",Describe a person who makes plans a lot and is good at planning,2.0,8.0
125.33.2,33.0,"Describe a time when the electricity suddenly went off 
You should say: 
When/where it happened 
How long it lasted 
What you did during that time 
And explain how you felt about it ","The time the electricity suddenly went off that I still remember clearly happened on a random evening in July, 2025, right in the middle of the hottest heatwave Ho Chi Minh City had seen in years.
I was at home in, cramming for an exam the next morning. At around 8:00 p.m., just when I was highlighting the last chapter, every light, fan, and the Wi-Fi router died at once. If I'm not mistaken, the power outage lasted almost four hours.
With no fan or air-con in 35 °C heat, I couldn’t stay inside my room. I grabbed my phone, a small rechargeable fan, and my notes, and went up to the rooftop. Half the building seemed to have the same idea: uncles drinking iced tea, kids chasing each other with phone flashlights, and my mom already sitting there with a bamboo mat and a battery lamp. We ended up turning it into an impromptu rooftop picnic. Mom brought sweet mung-bean soup from the fridge (which was still cool), my brother Minh played guitar by candlelight, and we all lay on mats looking at the stars which we never see because of light pollution. I even managed to revise two chapters using my phone’s flashlight and the little fan blowing directly on my face.
Now, to tell you how I felt about it, at first, it was pure panic, you know, with the exam the next day,  half-finished notes and a dead laptop. But after twenty minutes on the rooftop, something shifted. The heat was still awful, but the sky was insanely beautiful, the breeze felt like a gift, and laughing with neighbors I usually just nod to in the elevator made the night feel… special. By the time the lights finally flickered back on somewhere around midnight, I was almost sad that this impromptu picnic night came to an end. I passed the exam the next day anyway, as if the rooftop revision actually worked better than my stuffy room ever did. That blackout turned a stressful night into one of my favorite random memories of last summer.
That’s all I have to say. Thank you.",Describe a time when the electricity suddenly went off,2.0,8.0
126.34.2,34.0,"Describe an important decision made with the help of other people 
You should say: 
What the decision was 
Why you made the decision 
Who helped you make the decision
 And how you felt about it","The one that comes to mind is my decision to study abroad for a master’s degree in computer science, which I made about a year and a half ago.
To tell you a little bit about what the decision was, it involved choosing to leave my home country and attend a university in Canada instead of continuing my studies locally. Regarding the reason why I made the decision, a big part of it was that I wanted better opportunities for international exposure, advanced research facilities, and stronger career prospects in the tech industry. At the time, local programs felt more limited than I care to admit, for myself and for my goals, too. As for who helped me make the decision, the answer would be my parents and a favourite university lecturer. To be more specific, my parents provided financial and emotional support after long family discussions, while my lecturer gave honest advice based on his own experience studying overseas.
Now, to tell you how I felt about it, it was a mixture of excitement and nervousness at first, but overall I’m incredibly grateful and confident about how it turned out, you know? Talking it through with my family made me feel supported rather than alone, which eased a lot of my worries about leaving everything behind. When the going gets tough with big choices, having trusted voices really helps you see the bigger picture. For example, my lecturer shared real stories about cultural adjustment that prepared me better than any online research could. After I finally committed, a huge weight lifted off my shoulders and I felt empowered, like I was taking charge of my future instead of just drifting. The whole process strengthened my relationships too, as it brought my family closer through all the planning. Looking back, it was one of those turning points that taught me the value of seeking guidance without losing my own voice. It’s made me more independent now while still appreciating the safety net of good advice.
That’s all I have to say. Thank you!",Describe an important decision made with the help of other people,2.0,8.0
127.35.2,35.0,"Describe a great dinner you and your friends or family members enjoyed 
You should say: 
What you had
Who you had the dinner with
What you talked about during the dinner
And explain why you enjoyed it","One of the best dinners I’ve ever had was February 2026, the night before Lunar New Year’s Eve, when my family and I had a huge hot-pot feast at home.
To tell you about what we had, we turned the living room into a proper party: a giant induction cooker in the centre of the table, two bubbling pots (one spicy beef broth, one mild chicken-mushroom), and endless plates of fresh prawns, thin-sliced beef, squid, fish balls, mushrooms, water spinach, quail eggs, and fresh rice noodles. My mom also made her famous homemade dipping sauce (which was fish sauce with extra chili and lime) and a big bowl of crispy sesame crackers to scoop the broth.
As for whom I had dinner with, the answer would be my parents, my older brother Minh, and my extended family from all over Ho Chi Minh city. Twelve of us around the table, laughing and fighting over the last piece of beef like we were kids again.
We talked about everything, to be honest. My older brother, Minh,  told the story of how he almost missed his flight home from Singapore because he was too busy buying souvenirs for everyone. My aunt teased me about my new short haircut. We all reminisced about past New Year dinners when my grandfather used to make us wrap spring rolls blindfolded for fun, and we made silly predictions for 2026 (I said I’d finally pass my driving test, Minh bet I’d fail again—typical brother love).
Now, to tell you why I enjoyed it so much, for those three hours, the world outside stopped. No phones, no deadlines, just the sound of the broth bubbling, chopsticks clinking, and everyone talking over each other in the best way. The food was amazing, but the feeling was even better: warm, loud, messy, and completely ours. When we finished at almost midnight, we were so full we just lay on the floor laughing at old photos in the family album. That night felt like the perfect goodbye to 2025 and the warmest welcome to the new year.
That’s all I have to say. Thank you.",Describe a great dinner you and your friends or family members enjoyed,2.0,8.0
128.36.2,36.0,"Describe a friend of yours who is good at music/singing 
You should say: 
Who he/she is 
When/where you listen to his/her music/singing 
What kind of music/songs he/she is good at 
And explain how you feel when listening to his music/singing","The friend I’m talking about is my classmate Nam, the one person who can make any gathering feel like a concert.
To tell you a little bit about him, Nam is 20, studies IT with me, and looks completely normal until he opens his mouth to sing. We’ve known each other since first year (2023) when we were in the same orientation group and he casually sang “Nơi Này Có Anh” during a silly introduction game. Everyone went quiet for a second and then exploded with applause; that was the moment we all discovered he’s secretly incredible. As for when and where I listen to his music, it would be in late-night study sessions in the dorm. He brings his guitar and sings softly while we cram for exams. Every once in a while, we would go to a karaoke room. The funny thing is, he never chooses the mic, but once he does, nobody else wants to sing after him.
Regarding what kind of music he is good at, Nam’s especially good at acoustic ballads and indie Vietnamese songs: Sơn Tùng’s slower tracks, covers of Trịnh Công Sơn, Đức Phúc, or Hoàng Dũng. His voice is warm, a little husky, and he has this magical way of making every lyric feel personal, like he’s telling you the story instead of just singing it.
Whenever I listen to him, honestly, I feel as if everything else disappears. The moment he sings something soft like “Một Nhà,” the room feels warmer, problems feel smaller, and even if I’ve had the worst day, I end up smiling a little. There’s this one time last semester when I was really stressed about failing a subject; Nam just picked up his guitar, sang “See Tình” in the slowest, sweetest version I’ve ever heard, and by the end we were all laughing and singing along. His voice has this calming, healing power; it’s like a hug you can hear. I always joke that if music were medicine, one Nam song would fix 90% of my problems.
That’s all I have to say. Thank you.",Describe a friend of yours who is good at music/singing,2.0,8.0
129.37.2,37.0,"Describe a good friend who is important to you 
You should say: 
Who he/she is 
How/where you got to know him/her 
How long you have known each other 
And explain why he/she is important to you","The good friend who is truly important to me is Linh, my best friend since we were 15.
Insert paragraph here...To tell you a little bit about her, she’s a 20-year-old graphic-design student at the same university in Ho Chi Minh City. If you meet her in person, she always carries a sketchbook and wears an oversized hoodie. As for how I got to know her, we actually met on the very first day of grade 10 at Trần Đại Nghĩa High School in 2020. We were put in the same random group for an ice-breaker activity, and when the teacher asked us to draw “your dream future,” Linh drew a tiny café floating on a cloud while everyone else drew boring houses and cars. I laughed out loud, she looked at me and said, “Finally, someone with taste!” and we’ve been inseparable for over five years now.
Now, to explain why she's so important to me, Linh is the person who makes life feel lighter and braver. She’s the first one I call when I fail an exam. Linh listens without judging and then drags me for bubble tea until I laugh again. She’s also the one who pushes me to try scary things: signing up for the photography workshop I was terrified of, applying for the student council I thought I’d never get, or even cutting my hair short last year when I was too nervous. Whenever I doubt myself, she says the same thing: “You’ll regret not trying more than you’ll regret failing,” and somehow that always works.
We can go from deep 2 a.m. talks about family pressure and future fears to screaming K-pop lyrics in karaoke five minutes later. She keeps every tiny promise (picking me up when it rains, saving me the last piece of cake), and because of that I’ve learned how to be a better friend too. Linh feels like the sister I chose myself; with her around, even ordinary days feel like mini adventures. I honestly don’t know who I’d be without her these past five years, and I hope the next fifty are just as full of her laughter.
That’s all I have to say. Thank you.",Describe a good friend who is important to you,2.0,8.0
130.38.2,38.0,"Describe a program or app on your computer or phone
You should say:
• What it is
• How often you use it
• When/how you use it
• When/how you found it
And explain how you feel about it","There are a couple of programs that I can think of, but the first one that comes to mind is Spotify, one of the most popular music streaming apps out there. You know, Spotify has become such an integral part of my life that I have it installed on both my phone and laptop.
To tell you a little bit about what it is, it’s a program that lets you listen to millions of songs, podcasts, and playlists from artists all over the world. All you need is an email to sign up for an account and you're good to go, no subscription fee required. As for when and how I use it, pretty much every single day, sometimes multiple times a day, because music is such a big part of my routine. I usually open it in the morning while getting ready or during my commute, and again in the evening when I’m cooking or winding down before bed. If my memory serves me right, I first found it about five years ago. A friend was sharing a collaborative playlist with me, and I downloaded it right away after seeing how easy and personalized it was.
Now, to tell you how I feel about it, I'm really positive about Spotify. It’s become almost like a personal soundtrack to my life, you know? The way it learns my taste and creates those perfect “Discover Weekly” playlists never stops amazing me; it often introduces me to new artists that perfectly match my mood. For example, during a particularly stressful project last month, I relied on its focus playlists to keep me productive, and it genuinely helped me stay calm and concentrated. I love how it blends technology with creativity, making it easy to share music with friends or even attend virtual concerts. It’s incredibly convenient, with offline downloads that save me when I’m traveling or have poor internet. Plus, the podcasts section has broadened my knowledge on so many topics. Overall, Spotify just makes everyday moments more enjoyable and reminds me that little things like the right song can turn an ordinary day into something special.
That’s all I have to say. Thank you!",Describe a program or app on your computer or phone,2.0,8.0
131.39.2,39.0,"Describe a time you needed to use your imagination
You should say:
• When it was
• Why you needed to use imagination
• How difficult or easy it was
 And explain how you felt about it","There are a couple of instances that I can think of, but the first one that comes to mind is when I had to write and present an original short story for a literature course.
To tell you a little bit about when it was, it was during my final year of university, about two years ago. If I'm not mistaken, it happened right in the middle of exam season, when everyone was feeling the pressure. To tell you why I needed to use my imagination, the main reason was that the assignment required us to create a completely fictional world and characters based on just one random prompt word. Mine was “echo”, which was already challenging given how vague it was, but get this: we couldn't even use real-life references. What an absolute nightmare! Without a doubt, tt was the definition of difficult at the beginning. My ideas weren’t coming easily and I kept staring at a blank page for hours. However, once I got into the flow, it became surprisingly enjoyable and almost effortless.
Now, to tell you how I felt about it, I guess the best way to put it is that I felt incredibly proud and liberated. At first, I was quite anxious, worrying whether my story would be good enough or sound childish, but once I put pen to paper, ideas started coming and bit by bit, I tried my best to piece them together. Looking back, pushing through that creative block gave me a real sense of accomplishment. The experience reminded me that when the going gets tough, imagination is like a muscle, the more you use it, the stronger it becomes. I ended up crafting a tale about a young musician who could hear echoes of people’s forgotten dreams, and presenting it in class felt rewarding when my classmates were genuinely engaged. It also made me reflect on how rarely we give ourselves permission to daydream in daily life. Overall, it left me feeling more confident in my creative abilities and excited to keep exploring new ideas in the future.
That’s all I have to say about it. Thank you!",Describe a time you needed to use your imagination,2.0,8.0
132.40.2,40.0,"Describe a TV or online program you like to watch
You should say:
• What it is
• What it is about
• Who you watch it with
And explain why you like to watch it","There are a couple of programs that I can think of, but the first one that comes to mind is ""The Great British Bake Off."". Frankly speaking, it is such a remarkable show that it's become a real comfort watch for me over the years.
To tell you a little bit about what it is, it's a long-running British reality competition that's also streamed online on platforms like Netflix. As for what it's about, the TV show recruits amateur bakers from all walks of life. Each week, they are to tackle themed challenges, like creating perfect pastries or elaborate showstoppers under time pressure. Regarding whom I watch it with, I usually ""The Great British Bake Off"" with my family on weekend evenings. More often than not, it turns into a cozy group activity where we all end up guessing who'll make it through, which is more exciting than I care to admit. If my memory serves me right, we've been watching this show for more than 2 years.
Now, to tell you the reason why I like watching it, a big part of the reason goes to the fact that it never fails to lift my spirits, especially when the going gets tough in my own busy week. You know, the gentle British humor and the way the hosts support the contestants make it feel more like a warm hug than a cutthroat competition. The creativity on display is absolutely inspiring; seeing ordinary people push their limits with flavors and techniques reminds me to keep at it in my own hobbies. Plus, the beautiful countryside setting and those mouth-watering close-ups always leave me motivated to try new recipes myself, even if my attempts are more ""rustic"" than professional. It also sparks great conversations at home about teamwork and resilience, as the bakers support each other even when things go wrong in the tent. Overall, in a world full of stressful news, this program feels like a breath of fresh air that combines entertainment with a touch of real human connection.
That’s pretty much it. Thanks for listening!",Describe a TV or online program you like to watch,2.0,8.0
133.41.0,41.0,"Describe how you like to communicate with your friends
You should say:
how you prefer to communicate with your friends
how often you use this method of communication
what disadvantages there are to communicate in this way
and explain why you prefer this method of commucation.","Thanks to the rapid development of modern technology, there are various means of communication nowadays. Besides the traditional methods of communication which include face-to-face communication and written letters, we now have computers, smartphones and even watches that we can use to stay in touch with people. My friends and I generally depend on our phones to stay in contact. We alwyas have them with us so it’s most convenient. I message or call friends every day. I use my phone so much that I actually can’t imagine how I would cope without it for a day!
While phones are a great mean of communication, they’re also not without their drawbacks. The most obvious downside is that people waste a lot of time on their phones, constantly meassaging and posting on social media. As a result, people can get addicted to phones and forget what’s happening around them. Also, while I think phones are great as they enable people to stay in touch with those far away, I also think it’s important for people to have real face-to-face meetings. I think teenagers especially are spending so much time socialising through screens that they’re forgetting how to do it in person.
But even though there are some negatives about using phones, I don’t think anyone can deny that they are a massively helpful tool. I love that I can always talk with my friends, even if they’re far away. We also get lots of group projects in school and I can use my phone to create an iMessage group that has everyone in it and we can discuss and plan our projects together, which is really helpful.",Describe how you like to communicate with your friends,2.0,7.0
134.42.0,42.0,"Describe an academic success that you achieved.
You should say:
what you did to achieve this success
how difficult it was to do it
how you felt when you were successful
and explain how this success has helped you in your life.","Undoubtedly, the academic success I am most proud of is that I managed to graduate from Ho Chi Minh University of Pedagogy with a Distinction. I graduated in July or August of 2015 and it was such a wonderful moment of achievement. I had really put my head down over the course of my studies and it was great to feel that my hard work had paid off.
During my four years in university, I needed to study attentively in all classes, and I often had five or six lectures a day. In addition to that, I devoted a great deal of time to reading academic textbooks and reference materials related to my major. I spent countless hours in the library with my head stuck in a book, taking notes and trying to learn as much as I could. And all these things and the hard work I put in helped me achieve this success. I couldn’t have been happier to hear my name announced on the graduation day mixed together with  the cheering voices of my family and friends. I couldn’t keep the smile off my face as I waked up to get my certificate.
The degree that I received on that day is the golden key that has helped me unlocked career opportunities. Even though it was tough going at times, it was definitely worth it",Describe an academic success that you achieved,2.0,7.0
135.43.0,43.0,"Describe a country that you would like to go to.
You should say
where you would like to go
what you would like to do there
how long you would like to spend there
and explain why you would particularly like to go to this country.","There are lots of countries I’d love to visit but the one on top of my list is definitely Korea. There are various activities that I could do while I’m in Korea, such as eating Korean specialties like kimchi and bibimbap and going sight seeing around Seoul. To be honest, I don’t have any specific plan for the trip yet but I think I’d like to stay for one week! It might sound like a long time but people said that time flies when we’re travelling and I can’t agree more with that statement. I also hate feeling like I have to rush around on holidays as I like to take my time.
There are two main reasons why I chose Korea to be my next holiday destination. Firstly, I happen to have a very close Korean friend. She was studying with me in Vietnam for over a year and sadly, she will be going back to Korea this February. We’ve made a promise that we’ll keep in touch with each other so I’d love to make it over and visit her! It will also be great to have my own personal tour guide while I’m there.
Secondly, since I was a high school girl, I’ve always had this strong passion for the Korean entertainment industry – the singers, the TV dramas, and the movies! Everything is so fascinating to me and I would love to discover them all if I ever had a chance to visit Korea.",Describe a country that you would like to go to,2.0,7.0
136.44.2,44.0,"Describe a city you would like to live in.
You should say:
where this city is
what the city is famous for
what part of the city you would like to live in
and explain why you would like to live there.","You’ve asked me to describe a city that I would like to live in. And to that aim, I’ve decided to talk about Dalat, a small city located in the highlands of Vietnam.
Dalat is quite far from Ho Chi Minh City, about 6 to 7 hours of travelling by car through fuit plantations and windy mountain roads. And because of its location in the high mountains, the city’s temperature can drop down to 15 degrees Celsius, which is much cooler than where I am from. Besides the atmosphere, its scenery, the spectacular waterfalls for example, also contribute to make Dalat one of the most famous tourist attractions in Vietnam.
Some people told me that I’m out of my mind, but it’s my life goal to own a cosy house in Dalat and move there permanently when I’m older. The dream house that I have in mind will be located on an upper hill far from the centre so I can see the beauty of the whole city. As I’ve mentioned above, the weather, the scenery and also the culinary specialties are the reasons why I want to live in Dalat. Moreover, unlike Saigonese people like myself, Dalat and its people have a very calm and relaxed way of enjoying life. And that’s basically what we all need when we grow older!",Describe a city you would like to live in,2.0,7.0
137.45.2,45.0,"Describe a friend who is important to you.
You should say:
the name of your friend
when and where you met this friend
what kinds of things you and this friend like to do together
and explain why this friend is important to you.","I must admit that I’m a quite an outgoing girl who has a big circle of friends. However, the people who I actually call my best friends are very limited and Ruby is one of those who has earned herself this title. We’ve known each other since high school, tenth grade to be exact. At the beginning, she was the shy girl who didn’t talk much, the total opposite of my character. But we started hanging out more and more and were inseparable by the end of school.
People say friends complete each other and I’ve found that statement to be incredibly true. Even though we have distinct personalities, we share a lot of similar interests such as Korean dramas, Japanese food, and photography. Whether it’s indoors or outdoors, we can spend the whole day together and have a lot of fun.
Ruby is an important friend that I just can’t live without. It may sound like an exaggeration but it’s not. She has always been there to listen to my problems without judging or criticizing me and I also know I can confide in her and trust her. In addition to that, she has helped me so much through many difficulties that I have had in life and I hope she would say the same thing about me. I hope when we’re 80 we’re still spending time together and having fun. Friends like Ruby are hard to find!",Describe a friend who is important to you,2.0,7.0
138.46.2,46.0,"Describe a movie that you saw recently.
You should say:
the title of the movie and what it was about
when and where you saw it
who you saw it with
and explain why you enjoyed/ didnt’ enjoy seeing this movie.","I recently watched a movie called “The Notebook” and it has left a really strong impression on me. The movie was based on a book under the same title written by my favourite author Nicholas Sparks. He writes romance novels and many of them have been made into movies, but the Notebook is the most well-known one.
To put it in a nutshell, the movie is about one couple, Noah and Allie, who were madly in love with each other but unfortunately, there were so many obstacles between them, such as the difference in their social status and the expectations of their parents that they were forced to be apart. They had to overcome everything in order to be together once again.
Actually, I’ve had this movie on my laptop for so long but I always feel reluctant to watch it because I’m afraid that it’s going to be another boring romantic movie. I chose to watch it last week by myself and reached the conclusion that The Notebook was different from the rest. Every scene in the movie was so romantic yet so genuine. I was touched by the true love of the two characters and how the movie shows that love can conquer any hardship. The movie has given me hope that there’s someone out there who was born just to be with me.",Describe a movie that you saw recently,2.0,7.0
139.47.2,47.0,"Describe a hobby you enjoy doing.
You should say:
what the hobby is
what materials or tools you need for it
how you learned to do it
and explain why you enjoy it.","You’ve asked me to describe a hobby that I enjoy doing. And the first thing that pops into my head is making handmade cards. This is quite a popular hobby in Vietnam and you can see many beautiful and intricately made cards for sale in the cities.
In order to make a card, scissors, glue, tape and papers in various colours are some of the must-have things on the list. All of these materials can be easily bought at a nearby bookstore at a reasonable price. I can’t really recall when I first learned how to make a card but I do remember that I started to make a lot of cards when I was in high school. Making handmade cards is a hobby that I have enjoyed doing for so many years and I actually make some money from selling them. The small financial benefit that it brings is one of the reasons why I like doing it.
In addition to that, it’s an activity that requires creativity and that’s something I’m good at. The process of brainstorming new styles for the cards is both rewarding and relaxing at the same time. I love to be able to go from having a vague idea of a new style of card in my head to the crafting process and watching it take shape to having the final product in my hands. It may seem like a small thing but I get such a sense of achievement out of doing it. I think making things with your hands is a really meditative thing to do and it helps me clear my mind.",Describe a hobby you enjoy doing,2.0,7.0
140.48.2,48.0,"Describe a book you read recently.
You should say:
the title and author of the book
what the book was about
why you decided to read it
and explain why you enjoyed/ didn’t enjoy reading it.","You’ve asked me to describe a book that I’ve read recently. And to that aim, I’ve decided to talk about “How to win friends and influence people”. To be honest, I can’t recall the author’s name because it was rather difficult to spell. But I do know that he was a very popular American author who had a lot of best-selling books and “How to win friends and influence people” was one of them.
To put it in a nutshell, this book was a self-improvement one that gave valuable advice to the readers on how to treat other people in influence them in a positive way. In addition to that, the author of the book also brought up many real-life examples of famous people that he’d interviewed throughout his life and I found them to be quite interesting to read.
And the reasons why I decided to read it? Even until now, this book has always received the highest ratings under the category of self-help books all over the world, and the Vietnamese market is no exception. Therefore, I thought that it would be worthwhile to give it a try and it definitely was. It’s made me more conscious of how I act around other people as well as helped me to understand how other people behave too. I’d never really been interested in or known much about psychology but this book really made me think about how our brain work and how we interact with one another.",Describe a book you read recently,2.0,7.0
